state_name,year,population_total,state_fips,state,state_icpsr,female_pop,male_pop,black_pop,pct_hispanic,pct_white,white_pop,hispanic_pop,pct_female,pct_male,pct_black,pctblack,incomepcap,hs_educ,hs_pct,college_educ,college_pct,pollib_median,state_no,std_bowen1,std_bowen2,unified,party_control,init,initiatives,initiaitves,std_init_use,evangelical_pop
NEW JERSEY,1990,7730188,34,NJ,12,,,1080360,,,,,,,,,,,,,,,30,1.0928619,0.95016527,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1990,1515069,35,NM,66,,,31537,,,,,,,,,,,,,,,31,-1.4111826,0.32605916,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1990,17990455,36,NY,13,,,3075556,,,,,,,,,,,,,,,32,4.2334013,0.57047009,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1990,6628637,37,NC,47,,,1471373,,,,,,,,,,,,,,,33,-0.23485844,-0.60344291,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1990,638800,38,ND,36,,,3366,,,,,,,,,,,,,,,34,-1.4280978,0.11937662,,,2,5,5,2.85721934801398,12.2
OHIO,1990,10847115,39,OH,24,,,1163105,,,,,,,,,,,,,,,35,1.5524987,-0.72480279,,,2,1,1,0.339392154505543,13.8
OKLAHOMA,1990,3145585,40,OK,53,,,236142,,,,,,,,,,,,,,,36,0.63574409,-0.63812822,,,2,2,2,0.968848952882653,47.200001
OREGON,1990,2842321,41,OR,72,,,47386,,,,,,,,,,,,,,,37,0.015984984,0.24508077,,,2,8,8,4.74558974314531,14.9
PENNSYLVANIA,1990,11881643,42,PA,14,,,1110238,,,,,,,,,,,,,,,38,2.0356638,1.0280337,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1990,1003464,44,RI,5,,,43674,,,,,,,,,,,,,,,39,-0.79416317,-0.59841532,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1990,3486703,45,SC,48,,,1046915,,,,,,,,,,,,,,,40,-0.072405621,-0.60166758,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1990,696004,46,SD,37,,,3090,,,,,,,,,,,,,,,41,-1.4383887,0.11620963,,,2,2,2,0.968848952882653,15.7
TENNESSEE,1990,4877185,47,TN,54,,,782830,,,,,,,,,,,,,,,42,-0.64869916,0.2254159,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1990,16986510,48,TX,49,,,2055356,,,,,,,,,,,,,,,43,0.45727816,-0.23380719,,,1,0,0,-0.290064643871566,32.599998
UTAH,1990,1722850,49,UT,67,,,12085,,,,,,,,,,,,,,,44,-1.4502791,0.34449235,,,2,1,1,0.339392154505543,74
VERMONT,1990,562758,50,VT,6,,,1890,,,,,,,,,,,,,,,45,-0.78314626,-0.61308509,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1990,6187358,51,VA,40,,,1174876,,,,,,,,,,,,,,,46,-0.42474034,0.43659803,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1990,4866692,53,WA,73,,,154374,,,,,,,,,,,,,,,47,0.81943029,0.10470875,,,2,1,1,0.339392154505543,13
WEST VIRGINIA,1990,1793477,54,WV,56,,,56068,,,,,,,,,,,,,,,48,-0.95100921,-0.049235631,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1990,4891769,55,WI,25,,,248027,,,,,,,,,,,,,,,49,1.3912991,-0.61118704,,,1,0,0,-0.290064643871566,15
WYOMING,1990,453588,56,WY,68,,,3586,,,,,,,,,,,,,,,50,-1.5727199,0.28774279,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1991,4089000,1,AL,41,,,1040280,,,,,,,,,,,,,,,1,-1.0462546,-0.14790739,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1991,570000,2,AK,81,,,23030,,,,,,,,,,,,,,,2,1.2316277,-0.061834201,,,2,0,0,-0.290064643871566,16.799999
ARIZONA,1991,3750000,4,AZ,61,,,121994,,,,,,,,,,,,,,,3,1.6925718,-2.444277,,,2,0,0,-0.290064643871566,15.5
ARKANSAS,1991,2372000,5,AR,42,,,380194,,,,,,,,,,,,,,,4,-1.223858,0.48443428,,,2,0,0,-0.290064643871566,46.400002
CALIFORNIA,1991,30380000,6,CA,71,,,2361537,,,,,,,,,,,,,,,5,6.4945273,1.6471671,,,2,0,0,-0.290064643871566,10.9
COLORADO,1991,3377000,8,CO,62,,,142090,,,,,,,,,,,,,,,6,0.23109138,-0.73337853,,,2,0,0,-0.290064643871566,13.6
CONNECTICUT,1991,3291000,9,CT,1,,,291762,,,,,,,,,,,,,,,7,0.89955521,-1.5154015,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1991,680000,10,DE,11,,,118601,,,,,,,,,,,,,,,8,-0.28947312,0.13676897,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1991,13277000,12,FL,43,,,1863284,,,,,,,,,,,,,,,9,1.1084622,1.2933015,,,2,0,0,-0.290064643871566,19.6
GEORGIA,1991,6623000,13,GA,44,,,1815668,,,,,,,,,,,,,,,10,-0.94442761,0.1288451,,,1,0,0,-0.290064643871566,41.5
HAWAII,1991,1135000,15,HI,82,,,29892,,,,,,,,,,,,,,,11,0.39329129,0.36867276,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1991,1039000,16,ID,63,,,3739,,,,,,,,,,,,,,,12,-0.95601594,-0.25895667,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1991,11543000,17,IL,21,,,1739538,,,,,,,,,,,,,,,13,1.7442055,-0.66950184,,,2,0,0,-0.290064643871566,14
INDIANA,1991,5610000,18,IN,22,,,444543,,,,,,,,,,,,,,,14,-0.69642729,0.18324257,,,1,0,0,-0.290064643871566,19.4
IOWA,1991,2795000,19,IA,31,,,50139,,,,,,,,,,,,,,,15,-0.074185893,-0.46651325,,,1,0,0,-0.290064643871566,11.9
KANSAS,1991,2495000,20,KS,32,,,146550,,,,,,,,,,,,,,,16,-0.82907826,-0.38275361,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1991,3713000,21,KY,51,,,267149,,,,,,,,,,,,,,,17,-1.2449542,0.5862366,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1991,4252000,22,LA,45,,,1321819,,,,,,,,,,,,,,,18,-0.24075234,0.15463772,,,1,0,0,-0.290064643871566,31.700001
MAINE,1991,1235000,23,ME,2,,,5246,,,,,,,,,,,,,,,19,-0.80309296,-0.19870415,,,2,1,1,0.339392154505543,3.3
MARYLAND,1991,4860000,24,MD,52,,,1238558,,,,,,,,,,,,,,,20,0.20571953,-0.24027784,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1991,5996000,25,MA,3,,,337565,,,,,,,,,,,,,,,21,2.2390356,-2.2534561,,,2,0,0,-0.290064643871566,3.3
MICHIGAN,1991,9368000,26,MI,23,,,1325382,,,,,,,,,,,,,,,22,3.3123395,-0.70814669,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1991,4432000,27,MN,33,,,102578,,,,,,,,,,,,,,,23,0.11697561,0.47826579,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1991,2592000,28,MS,46,,,931092,,,,,,,,,,,,,,,24,-0.57740527,-0.47058693,,,1,0,0,-0.290064643871566,55.200001
MISSOURI,1991,5158000,29,MO,34,,,560523,,,,,,,,,,,,,,,25,0.2880609,-0.66468531,,,2,0,0,-0.290064643871566,29.5
MONTANA,1991,808000,30,MT,64,,,2269,,,,,,,,,,,,,,,26,-1.22394,-0.093022235,,,2,0,0,-0.290064643871566,14.1
NEBRASKA,1991,1593000,31,NE,35,,,58992,,,,,,,,,,,,,,,27,0.07010375,-0.31627265,,,2,0,0,-0.290064643871566,16.9
NEVADA,1991,1284000,32,NV,65,,,87998,,,,,,,,,,,,,,,28,-0.66114408,0.18463571,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,1991,1105000,33,NH,4,,,6745,,,,,,,,,,,,,,,29,-1.7073838,0.19926618,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1991,7760000,34,NJ,12,,,1098903,,,,,,,,,,,,,,,30,1.3328822,0.38995856,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1991,1548000,35,NM,66,,,33416,,,,,,,,,,,,,,,31,-1.3401679,0.31148887,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1991,18058000,36,NY,13,,,3115741,,,,,,,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1991,6737000,37,NC,47,,,1504167,,,,,,,,,,,,,,,33,-0.33545917,-0.30052,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1991,635000,38,ND,36,,,3429,,,,,,,,,,,,,,,34,-1.5030991,0.11777822,,,2,0,0,-0.290064643871566,12.2
OHIO,1991,10939000,39,OH,24,,,1187439,,,,,,,,,,,,,,,35,1.6868366,-0.76331937,,,2,0,0,-0.290064643871566,13.8
OKLAHOMA,1991,3175000,40,OK,53,,,240420,,,,,,,,,,,,,,,36,0.43148917,-0.1430759,,,2,1,1,0.339392154505543,47.200001
OREGON,1991,2922000,41,OR,72,,,49761,,,,,,,,,,,,,,,37,-0.37938398,0.20596366,,,2,0,0,-0.290064643871566,14.9
PENNSYLVANIA,1991,11961000,42,PA,14,,,1131434,,,,,,,,,,,,,,,38,2.0216217,0.95602161,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1991,1004000,44,RI,5,,,45425,,,,,,,,,,,,,,,39,-0.78274059,-0.6338973,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1991,3560000,45,SC,48,,,1070158,,,,,,,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1991,703000,46,SD,37,,,3167,,,,,,,,,,,,,,,41,-1.383239,0.1363204,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,1991,4953000,47,TN,54,,,798638,,,,,,,,,,,,,,,42,-0.52675021,0.14719591,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1991,17349000,48,TX,49,,,2097163,,,,,,,,,,,,,,,43,0.035552129,0.48187461,,,1,0,0,-0.290064643871566,32.599998
UTAH,1991,1770000,49,UT,67,,,12857,,,,,,,,,,,,,,,44,-1.3925588,0.34849599,,,2,0,0,-0.290064643871566,74
VERMONT,1991,567000,50,VT,6,,,1956,,,,,,,,,,,,,,,45,-0.78566992,-0.59358788,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1991,6286000,51,VA,40,,,1202194,,,,,,,,,,,,,,,46,-0.33955967,0.25630942,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1991,5018000,53,WA,73,,,161116,,,,,,,,,,,,,,,47,0.66106045,0.25849262,,,2,4,4,2.22776254963687,13
WEST VIRGINIA,1991,1801000,54,WV,56,,,55983,,,,,,,,,,,,,,,48,-0.93815553,-0.069015644,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1991,4955000,55,WI,25,,,256644,,,,,,,,,,,,,,,49,1.0179679,0.050092228,,,1,0,0,-0.290064643871566,15
WYOMING,1991,460000,56,WY,68,,,3629,,,,,,,,,,,,,,,50,-1.4486284,0.24383566,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1992,4136000,1,AL,41,,,1060627,,,,,,,,,,,,,,,1,-1.0462546,-0.14790739,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1992,587000,2,AK,81,,,24744,,,,,,,,,,,,,,,2,1.2316277,-0.061834201,,,2,0,0,-0.290064643871566,16.799999
ARIZONA,1992,3832000,4,AZ,61,,,127617,,,,,,,,,,,,,,,3,1.6925718,-2.444277,,,2,4,4,2.22776254963687,15.5
ARKANSAS,1992,2399000,5,AR,42,,,386732,,,,,,,,,,,,,,,4,-1.223858,0.48443428,,,2,1,1,0.339392154505543,46.400002
CALIFORNIA,1992,30867000,6,CA,71,,,2394610,,,,,,,,,,,,,,,5,6.4945273,1.6471671,,,2,7,7,4.1161329447682,10.9
COLORADO,1992,3470000,8,CO,62,,,147912,,,,,,,,,,,,,,,6,0.23109138,-0.73337853,,,2,10,10,6.00450333989953,13.6
CONNECTICUT,1992,3281000,9,CT,1,,,296477,,,,,,,,,,,,,,,7,0.89955521,-1.5154015,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1992,689000,10,DE,11,,,122479,,,,,,,,,,,,,,,8,-0.28947312,0.13676897,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1992,13488000,12,FL,43,,,1933726,,,,,,,,,,,,,,,9,1.1084622,1.2933015,,,2,2,2,0.968848952882653,19.6
GEORGIA,1992,6751000,13,GA,44,,,1874193,,,,,,,,,,,,,,,10,-0.94442761,0.1288451,,,1,0,0,-0.290064643871566,41.5
HAWAII,1992,1160000,15,HI,82,,,32746,,,,,,,,,,,,,,,11,0.39329129,0.36867276,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1992,1067000,16,ID,63,,,4075,,,,,,,,,,,,,,,12,-0.95601594,-0.25895667,,,2,1,1,0.339392154505543,35.799999
ILLINOIS,1992,11631000,17,IL,21,,,1770909,,,,,,,,,,,,,,,13,1.7442055,-0.66950184,,,2,0,0,-0.290064643871566,14
INDIANA,1992,5662000,18,IN,22,,,455577,,,,,,,,,,,,,,,14,-0.69642729,0.18324257,,,1,0,0,-0.290064643871566,19.4
IOWA,1992,2812000,19,IA,31,,,52209,,,,,,,,,,,,,,,15,-0.074185893,-0.46651325,,,1,0,0,-0.290064643871566,11.9
KANSAS,1992,2523000,20,KS,32,,,151693,,,,,,,,,,,,,,,16,-0.82907826,-0.38275361,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1992,3755000,21,KY,51,,,271847,,,,,,,,,,,,,,,17,-1.2449542,0.5862366,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1992,4287000,22,LA,45,,,1345921,,,,,,,,,,,,,,,18,-0.24075234,0.15463772,,,1,0,0,-0.290064643871566,31.700001
MAINE,1992,1235000,23,ME,2,,,5284,,,,,,,,,,,,,,,19,-0.80309296,-0.19870415,,,2,0,0,-0.290064643871566,3.3
MARYLAND,1992,4908000,24,MD,52,,,1270383,,,,,,,,,,,,,,,20,0.20571953,-0.24027784,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1992,5998000,25,MA,3,,,347268,,,,,,,,,,,,,,,21,2.2390356,-2.2534561,,,2,4,4,2.22776254963687,3.3
MICHIGAN,1992,9437000,26,MI,23,,,1345171,,,,,,,,,,,,,,,22,3.3123395,-0.70814669,,,2,3,3,1.59830575125976,14.5
MINNESOTA,1992,4480000,27,MN,33,,,111100,,,,,,,,,,,,,,,23,0.11697561,0.47826579,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1992,2614000,28,MS,46,,,946494,,,,,,,,,,,,,,,24,-0.57740527,-0.47058693,,,2,0,0,-0.290064643871566,55.200001
MISSOURI,1992,5193000,29,MO,34,,,570748,,,,,,,,,,,,,,,25,0.2880609,-0.66468531,,,2,2,2,0.968848952882653,29.5
MONTANA,1992,824000,30,MT,64,,,2321,,,,,,,,,,,,,,,26,-1.22394,-0.093022235,,,2,2,2,0.968848952882653,14.1
NEBRASKA,1992,1606000,31,NE,35,,,60350,,,,,,,,,,,,,,,27,0.07010375,-0.31627265,,,2,1,1,0.339392154505543,16.9
NEVADA,1992,1327000,32,NV,65,,,93558,,,,,,,,,,,,,,,28,-0.66114408,0.18463571,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,1992,1111000,33,NH,4,,,6985,,,,,,,,,,,,,,,29,-1.7073838,0.19926618,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1992,7789000,34,NJ,12,,,1120104,,,,,,,,,,,,,,,30,1.3328822,0.38995856,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1992,1581000,35,NM,66,,,35471,,,,,,,,,,,,,,,31,-1.3401679,0.31148887,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1992,18119000,36,NY,13,,,3159095,,,,,,,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1992,6843000,37,NC,47,,,1536007,,,,,,,,,,,,,,,33,-0.33545917,-0.30052,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1992,636000,38,ND,36,,,3476,,,,,,,,,,,,,,,34,-1.5030991,0.11777822,,,2,4,4,2.22776254963687,12.2
OHIO,1992,11016000,39,OH,24,,,1214495,,,,,,,,,,,,,,,35,1.6868366,-0.76331937,,,2,4,4,2.22776254963687,13.8
OKLAHOMA,1992,3212000,40,OK,53,,,247526,,,,,,,,,,,,,,,36,0.43148917,-0.1430759,,,2,1,1,0.339392154505543,47.200001
OREGON,1992,2977000,41,OR,72,,,51515,,,,,,,,,,,,,,,37,-0.37938398,0.20596366,,,2,7,7,4.1161329447682,14.9
PENNSYLVANIA,1992,12009000,42,PA,14,,,1156140,,,,,,,,,,,,,,,38,2.0216217,0.95602161,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1992,1005000,44,RI,5,,,47047,,,,,,,,,,,,,,,39,-0.78274059,-0.6338973,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1992,3603000,45,SC,48,,,1089628,,,,,,,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1992,711000,46,SD,37,,,3487,,,,,,,,,,,,,,,41,-1.383239,0.1363204,,,2,4,4,2.22776254963687,15.7
TENNESSEE,1992,5024000,47,TN,54,,,818018,,,,,,,,,,,,,,,42,-0.52675021,0.14719591,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1992,17656000,48,TX,49,,,2140131,,,,,,,,,,,,,,,43,0.035552129,0.48187461,,,1,0,0,-0.290064643871566,32.599998
UTAH,1992,1813000,49,UT,67,,,13840,,,,,,,,,,,,,,,44,-1.3925588,0.34849599,,,2,1,1,0.339392154505543,74
VERMONT,1992,570000,50,VT,6,,,2220,,,,,,,,,,,,,,,45,-0.78566992,-0.59358788,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1992,6377000,51,VA,40,,,1238551,,,,,,,,,,,,,,,46,-0.33955967,0.25630942,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1992,5136000,53,WA,73,,,169408,,,,,,,,,,,,,,,47,0.66106045,0.25849262,,,2,2,2,0.968848952882653,13
WEST VIRGINIA,1992,1812000,54,WV,56,,,56046,,,,,,,,,,,,,,,48,-0.93815553,-0.069015644,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1992,5007000,55,WI,25,,,264916,,,,,,,,,,,,,,,49,1.0179679,0.050092228,,,1,0,0,-0.290064643871566,15
WYOMING,1992,466000,56,WY,68,,,3865,,,,,,,,,,,,,,,50,-1.4486284,0.24383566,,,2,3,3,1.59830575125976,22.6
ALABAMA,1993,4187000,1,AL,41,,,1081479,,,,,,,,,,,,,,,1,-1.0462546,-0.14790739,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1993,599000,2,AK,81,,,26577,,,,,,,,,,,,,,,2,1.0684826,-0.12520589,,,2,0,0,-0.290064643871566,16.799999
ARIZONA,1993,3936000,4,AZ,61,,,133252,,,,,,,,,,,,,,,3,-0.072319895,-0.26734987,,,2,0,0,-0.290064643871566,15.5
ARKANSAS,1993,2424000,5,AR,42,,,393794,,,,,,,,,,,,,,,4,-1.0129132,0.41943604,,,2,0,0,-0.290064643871566,46.400002
CALIFORNIA,1993,31211000,6,CA,71,,,2406609,,,,,,,,,,,,,,,5,6.4945273,1.6471671,,,2,0,0,-0.290064643871566,10.9
COLORADO,1993,3566000,8,CO,62,,,153962,,,,,,,,,,,,,,,6,-0.030573145,-0.46735641,,,2,0,0,-0.290064643871566,13.6
CONNECTICUT,1993,3277000,9,CT,1,,,303637,,,,,,,,,,,,,,,7,0.42533445,-0.97779983,,,1,0,0,-0.290064643871566,5.4000001
DELAWARE,1993,7e+05,10,DE,11,,,126379,,,,,,,,,,,,,,,8,-0.28947312,0.13676897,,,1,0,0,-0.290064643871566,11.5
FLORIDA,1993,13679000,12,FL,43,,,1998531,,,,,,,,,,,,,,,9,0.98182625,1.7790786,,,2,0,0,-0.290064643871566,19.6
GEORGIA,1993,6917000,13,GA,44,,,1936471,,,,,,,,,,,,,,,10,-1.0476842,0.21318106,,,1,0,0,-0.290064643871566,41.5
HAWAII,1993,1172000,15,HI,82,,,32613,,,,,,,,,,,,,,,11,0.51775259,0.39720467,,,1,0,0,-0.290064643871566,9.8000002
IDAHO,1993,1099000,16,ID,63,,,4634,,,,,,,,,,,,,,,12,-0.86471081,-0.17450882,,,2,0,0,-0.290064643871566,35.799999
ILLINOIS,1993,11697000,17,IL,21,,,1801467,,,,,,,,,,,,,,,13,1.17738,0.028149698,,,2,0,0,-0.290064643871566,14
INDIANA,1993,5713000,18,IN,22,,,466171,,,,,,,,,,,,,,,14,-0.69443953,0.11306931,,,1,0,0,-0.290064643871566,19.4
IOWA,1993,2814000,19,IA,31,,,54181,,,,,,,,,,,,,,,15,-0.20903511,-0.31930733,,,1,0,0,-0.290064643871566,11.9
KANSAS,1993,2531000,20,KS,32,,,153165,,,,,,,,,,,,,,,16,-0.95240945,-0.25101072,,,1,0,0,-0.290064643871566,18.1
KENTUCKY,1993,3789000,21,KY,51,,,275311,,,,,,,,,,,,,,,17,-1.0529573,0.3086586,,,1,0,0,-0.290064643871566,39.799999
LOUISIANA,1993,4295000,22,LA,45,,,1366339,,,,,,,,,,,,,,,18,-0.24075234,0.15463772,,,1,0,0,-0.290064643871566,31.700001
MAINE,1993,1239000,23,ME,2,,,5313,,,,,,,,,,,,,,,19,-0.97880214,-0.13383332,,,2,1,1,0.339392154505543,3.3
MARYLAND,1993,4965000,24,MD,52,,,1303386,,,,,,,,,,,,,,,20,0.005056385,-0.068431325,,,1,0,0,-0.290064643871566,13.4
MASSACHUSETTS,1993,6012000,25,MA,3,,,357301,,,,,,,,,,,,,,,21,2.2390356,-2.2534561,,,2,0,0,-0.290064643871566,3.3
MICHIGAN,1993,9478000,26,MI,23,,,1364873,,,,,,,,,,,,,,,22,3.3030927,-1.0276868,,,2,0,0,-0.290064643871566,14.5
MINNESOTA,1993,4517000,27,MN,33,,,119757,,,,,,,,,,,,,,,23,0.11697561,0.47826579,,,1,0,0,-0.290064643871566,12.1
MISSISSIPPI,1993,2643000,28,MS,46,,,961894,,,,,,,,,,,,,,,24,-0.57740527,-0.47058693,,,2,0,0,-0.290064643871566,55.200001
MISSOURI,1993,5234000,29,MO,34,,,582279,,,,,,,,,,,,,,,25,0.27992198,-0.74373788,,,2,0,0,-0.290064643871566,29.5
MONTANA,1993,839000,30,MT,64,,,2548,,,,,,,,,,,,,,,26,-1.125887,-0.21602388,,,2,0,0,-0.290064643871566,14.1
NEBRASKA,1993,1607000,31,NE,35,,,61405,,,,,,,,,,,,,,,27,-0.18180063,-0.009366395,,,2,0,0,-0.290064643871566,16.9
NEVADA,1993,1389000,32,NV,65,,,98320,,,,,,,,,,,,,,,28,-0.6610052,0.14807375,,,2,0,0,-0.290064643871566,14.4
NEW HAMPSHIRE,1993,1125000,33,NH,4,,,7261,,,,,,,,,,,,,,,29,-1.7190043,0.21958107,,,1,0,0,-0.290064643871566,2.5999999
NEW JERSEY,1993,7879000,34,NJ,12,,,1137820,,,,,,,,,,,,,,,30,1.3328822,0.38995856,,,1,0,0,-0.290064643871566,5.8000002
NEW MEXICO,1993,1616000,35,NM,66,,,36971,,,,,,,,,,,,,,,31,-1.437145,0.40438086,,,1,0,0,-0.290064643871566,20.700001
NEW YORK,1993,18197000,36,NY,13,,,3206315,,,,,,,,,,,,,,,32,4.4641657,0.43056002,,,1,0,0,-0.290064643871566,6.5
NORTH CAROLINA,1993,6945000,37,NC,47,,,1572592,,,,,,,,,,,,,,,33,0.037538007,-0.54404664,,,1,0,0,-0.290064643871566,40
NORTH DAKOTA,1993,635000,38,ND,36,,,3369,,,,,,,,,,,,,,,34,-1.3835931,0.085799776,,,2,0,0,-0.290064643871566,12.2
OHIO,1993,11091000,39,OH,24,,,1239130,,,,,,,,,,,,,,,35,2.0687656,-1.2937241,,,2,0,0,-0.290064643871566,13.8
OKLAHOMA,1993,3231000,40,OK,53,,,250522,,,,,,,,,,,,,,,36,0.34686711,-0.14658494,,,2,0,0,-0.290064643871566,47.200001
OREGON,1993,3032000,41,OR,72,,,53484,,,,,,,,,,,,,,,37,-0.2481239,-0.05641003,,,2,0,0,-0.290064643871566,14.9
PENNSYLVANIA,1993,12048000,42,PA,14,,,1179523,,,,,,,,,,,,,,,38,1.629375,1.2711424,,,1,0,0,-0.290064643871566,7.5
RHODE ISLAND,1993,1e+06,44,RI,5,,,48790,,,,,,,,,,,,,,,39,-0.70132142,-0.69021493,,,1,0,0,-0.290064643871566,2.5999999
SOUTH CAROLINA,1993,3643000,45,SC,48,,,1107974,,,,,,,,,,,,,,,40,-0.53109759,-0.094550043,,,1,0,0,-0.290064643871566,44.400002
SOUTH DAKOTA,1993,715000,46,SD,37,,,3479,,,,,,,,,,,,,,,41,-1.374118,0.12323938,,,2,0,0,-0.290064643871566,15.7
TENNESSEE,1993,5099000,47,TN,54,,,839270,,,,,,,,,,,,,,,42,-0.65285844,0.24210064,,,1,0,0,-0.290064643871566,46.599998
TEXAS,1993,18031000,48,TX,49,,,2190589,,,,,,,,,,,,,,,43,-0.29165223,0.91723812,,,1,0,0,-0.290064643871566,32.599998
UTAH,1993,1860000,49,UT,67,,,14659,,,,,,,,,,,,,,,44,-1.3937669,0.38680995,,,2,0,0,-0.290064643871566,74
VERMONT,1993,576000,50,VT,6,,,2784,,,,,,,,,,,,,,,45,-0.51879603,-0.89143556,,,1,0,0,-0.290064643871566,2.5
VIRGINIA,1993,6491000,51,VA,40,,,1268404,,,,,,,,,,,,,,,46,0.23722057,-0.46497336,,,1,0,0,-0.290064643871566,25.299999
WASHINGTON,1993,5255000,53,WA,73,,,175390,,,,,,,,,,,,,,,47,0.35979009,0.47350928,,,2,0,0,-0.290064643871566,13
WEST VIRGINIA,1993,1820000,54,WV,56,,,56949,,,,,,,,,,,,,,,48,-1.0084286,-0.003851831,,,1,0,0,-0.290064643871566,13.1
WISCONSIN,1993,5038000,55,WI,25,,,272844,,,,,,,,,,,,,,,49,3.4370518,-3.1350033,,,1,0,0,-0.290064643871566,15
WYOMING,1993,470000,56,WY,68,,,3789,,,,,,,,,,,,,,,50,-1.6297007,0.25357497,,,2,0,0,-0.290064643871566,22.6
ALABAMA,1994,4219000,1,AL,41,2200000,2e+06,1099593,,,,,0.521450580706329,0.474045982460299,,,,,,,,,1,-1.0462546,-0.14790739,,,1,0,0,-0.290064643871566,56.700001
ALASKA,1994,606000,2,AK,81,286678,319598,26129,,,,,0.47306600660066,0.527389438943894,,,,,,,,,2,1.0684826,-0.12520589,,,2,3,3,1.59830575125976,16.799999
ARIZONA,1994,4075000,4,AZ,61,2100000,2e+06,141948,,,,,0.515337423312884,0.49079754601227,,,,,,,,,3,-0.072319895,-0.26734987,,,2,3,3,1.59830575125976,15.5
ARKANSAS,1994,2453000,5,AR,42,1300000,1200000,398538,,,,,0.529963310232369,0.489196901752956,,,,,,,,,4,-1.0129132,0.41943604,,,2,0,0,-0.290064643871566,46.400002
CALIFORNIA,1994,31431000,6,CA,71,1.6e+07,1.6e+07,2411731,,,,,0.509051573287519,0.509051573287519,,,,,,,,,5,6.4945273,1.6471671,,,2,5,5,2.85721934801398,10.9
COLORADO,1994,3656000,8,CO,62,1800000,1800000,158896,,,,,0.492341356673961,0.492341356673961,,,,,,,,,6,-0.030573145,-0.46735641,,,2,13,13,7.89287373503086,13.6
